cau_goc,nhan
"Em nhận hàng rồi nhé shop. giao hàng cực kì nhanh, bước đầu thấy tốt lắm ạ, máy đẹp lắm mới tinh luôn, ngoài nhìn mỏng và đẹp hon hình.  chuẩn chính hãng hàng lg, mới tải liên quân về thử test siêu mượt ạ không lag. em nghĩ ram 4gb chiến game là siêu ngon rồi. cực kì hài lòng 🤗🤗🤗🤗😘😘😘😘😘 với thêm 1 điểm cộng nữa là shop đóng gói cực kì kì luôn, mở 77, 49 lớp mới ra đó. shop uy tín ạ,  thấy yên tâm khi mua tại shop. có luơng sẽ ủng hộ shop thêm ",1
"Mình k chơi game nhưng mới mua đc 3 tháng mà vân tay đã k nhạy r còn mess thì đơ chụp hình thì OK 
",0
"Máy đẹp hơn mong đợi. Trông khá chắc chắn và sắc nét. Loa to, chữ to, hợp với người già. Độ bền chưa rõ.",1
"Hàng full box, giao hàng nhanh. Máy đẹp, dùng rất mượt, rất hài lòng.",1
"Sản phẩm như hình, còn phải test hàng. Giao hàng nhanh, đóng gói cẩn thận",1
"Đặt mua Samsung galaxy note 5, giao hàng là xiaomi note 5. Đã có dấu hiệu máy sử dụng rồi cách nay 25 ngày.",1
Hàng nguyên seal..rất đẹp.rất tốt..cô nhân viên rất xinh,1
Rất là ngon bổ rẻ ,1
"LAZ code tệ quá, kg sử dụng đc mã vận chuyển khi đã thu thập đc vào thời điểm mua. Mua xong mới đc xài mã đó. Xàm vãi đạn. Hên là chỉ có 30k thì còn mua, chứ mã giảm 3tr mà kg xài đc vì code tệ thì qua Tiki ngon hơn. Xem ra Tiki code tốt hơn LAZ chán, dù LAZ có Alibaba chà bá chống lưng, tiền nhiều mà tuyển coder xàm quá.",0
"Màn dùng cảm ứng k nhạy , còn bị lắp lệch ",1
"Lần thứ 3 mua hàng của shop. Thật sự là rất hài lòng về mọi mặt.. từ chất lượng sản phẩm đến thái độ phục vụ, tư vấn đến chế độ hậu mãi..cảm ơn shop. Mọi người nên mua ở đây và trải nghiệm.!",1
"Máy nói chung dùng ổn định ,mỗi tội là sạc pin type C kém quá. Mua đc 7 tháng mà đã bị chập chờn rồi",0
Hàng đúng như hình màu mình đặt có đủ pin sạc và pin máy . Cám ơn shop nhìu 😘😘,1
Ok tốt,1
Máy full box và đầy đủ phụ kiện như shop mô tả. Máy đẹp. Cảm ứng mượt. Shop nhiệt tình. Giao hàng nhanh.,1
"Thằng em nhà nó mượn máy vài liên quân..uy tín xuống còn 55 ạ...các chức năng còn lại phù hợp với giá tiền bỏ ra, nhưng cần cải thiện phần loa..., bắt wifi yếu...",0
Đt ok nhưng sim ghép shop tặng mình lắp nó không nhận nên mình ra quán mua sim ghép mới 150k nhận luôn :)))) nhưng ks vẫn ủng hộ shop vì đt đẹp mà rẻ. Hàng chất lượng,1
Tốt,1
Máy đẹp mới giờ bắt đầu sử dụng k biết sau ntn.truoc mắt là ổn,1
"Tôi thấy cái 3310(2017) đều ok hết, nhưng chỉ có 2 vấn đề là cái chân sạc và cài tai nghe lúc ghim thì nó không được sat, nên tôi hơi buồn một chút , tôi hy vọng là bản 3G sẽ khắc phục được 2 lỗi này.",0
May đep ok,1
những mặt hàng của mình đặt điều chuẩn,1
mua đợt 9/9 xem thông tin bảo hành chỉ có 12 tháng. jo bảo hành những 18tháng. ko biết có j đó Sài ko,1
"tôi ko hài,khi nhận hàng lần này tôi chưa kiểm tra xong thì người giao hàng đã đi, và đừng để tôi gặp tên đó ở 434 nha, nó ko về được đâu ko",0
Máy đẹp như mới.mọi thứ khá là mượt mà. Máy zin. Nhưng có 1 điểm trừ rất lớn la màn hình của máy.,1
"Giao hàng nhanh, tư vấn phục vụ khách hàng tốt.",1
Hài lòng. Máy Vs giá như vậy rất ổn. Mn yên tâm mua,1
Sản phẩm tốt nhất trong tầm giá,1
"Máy nhỏ nhưng loa nghe rất to, rõ. Mua về chưa đc dùng thì bà xã đã cướp mất vì nó kute quá. Shop thân thiện cho 5 sao",1
Sp ok em sẽ mua thêm cái nữa 😁,1
rất tốt,1
mặt lưng bám vân tay kinh khủng - viền màn hình hơi dày ( do mình thích tràn viền) - không có sạc nhanh - Loa máy cực kì tệ ( cái này mình sẽ phân tích thêm) Về việc tại sao mình nói loa máy rất tệ. là do khi mình mua về mình đã gặp trục trặc khúc này. mình nghĩ là do loa A7 tệ. mặc dù khó chịu về cái đt nhưng thôi cũng cho qua.,0
"Hàng xịn thật, fullbox nguyên seal, nhanh nhạy, nhưng chưa biết up rom quốc tế để dùng tiếng Việt, hy vọng được sự hỗ trợ của các bạn",1
Chơi Pubg ko dc ổn   ghìm tâm ko mượt như iphone  cảm ứng tạm chấp nhận  dc cái pin trâu  chơi Liên Quân khỏi bàn    tạm chấp nhận dc,0
"Chất lượng oke, đẹp, rất đáng tiền, thời gian giao hàng khá nhanh",1
Sai lầm khi mua con mua trả góp nữa chứ giờ muốn đổi cũng khó sai lầm.máy 4g kem quá chơi liên quan ko đc luôn là sao pig giật thôi rồi nói chung là k ưng,0
hiện tại tôi vẫn thiếu một chiếc sim .còn 2 chiếc điện thoại 1280 thì một con bị mờ màn hình.tôi khuyên nên lm ăn chân chính và cẩn thận khi giao hàng để có sự tin tưởng của khách hàng......,1
"Điện thoại hình thức đẹp, dùng tốt, giá tốt",1
Giao hàng hơi lâu một tý mong shop chọn đơn vị khác,1
"Sản phẩm ok. Sẵn đây mình cũng sale off bản thân, bạn nào cần ib",1
"Máy gọn nhẹ, cũng đáng tầm tiền. Sài thấy ok lắm. ",1
Máy ok. Đóng gói dán tem niêm phong cũng như không vì có thể mở hộp từ mặt khác. Mai là mọi thứ điều good.,1
Máy đẹp y hình. Mỗi tội pin hơi yếu. Nói chung so với giá tiền thì chất lượng tốt hơn rất nhiều. Hàng 97% mà ngoại hình như 99%.,1
"Các ứng dụng hay hệ thống hoặc cấu hình máy không như giới thiệu. Các nhu cầu cơ bản sử dụng bị hạn chế, máy bị chậm và hao pin",0
"Máy tốt, khuyến khích các ban mua làm máy chữa cháy. Ngoại hình còn rất mới ",1
Cảm biến ánh sáng hơi kém và nút giữa k chắc chắn Nhưng đây là lần thứ 4 mink mua e72 Sản phẩm shop này ok nhất full,1
"Mới sài đc 1 tuần thấy CH play ko tải đc game volammobi mình ko hiểu là do lỗi phần mềm hay ko !!! Còn lại dùng bình thường
 Mong ad giải thích hộ",0
"Đã mua ở Shop con Note 7 dùng 1 năm không có lỗi j. Bây giờ, mua ủng hộ Shop tiếp vì Shop quá uy tín, thật sự rất tin tưởng ở Shop này. Phục vụ cũng nhiệt tình nữa :)",1
Máy tốt. Nguyên Seal. Shop Reply hỗ trợ chậm,1
"kiểu màn hình 2.8"" chỉ có độ phân giải 240 x 320 mà có chức năng duyệt web thì không ổn lắm.",0
Dịch vụ đóng gói tốt đc máy sử dụng cũng tốt mong shop nâng cao dịch vụ đóng gói các sảng phẩm chi tiết sảng phẩm của mình cho an toàn hơn nhé,1
"Điện thoại dễ dùng, pin dùng được lâu. Shop gói hàng cẩn thận",1
"Giao hàng nhanh, sản phẩm chất lượng tốt, đóng gói sp chắc chắn. ",1
"Firstly, là sản phẩm rớt giá nhanh chóng mặt, nhiễu loạn lòng tin của khách hàng. 
Secondly., sản phẩm nên định giá lại thương hiệu thấp hơn, mới ra khoảng 3 củ thôi do sài lỗi nhiều nào là vân tay, camera thì chụp ảo, láo toét phần độn megapixel Lên nhiều, chụp hình mờ  .
Thirtly, Nhân viên ko hướng dẫn và ns j về thanh toán qua VN pan, đập hộp thì thấy máy cũ hộp cũ, mong nha phân phối vs nsx kiểm soát tốt hơn. 
Thứ tư, máy nên bán tháo Bn đổ Đi còn 2 triệu mình đưa",0
"Shop phục vụ tốt, sản phẩm như trong hình. Đóng gói chắc chắn, thời gian giao hàng nhanh. Còn máy phải dùng 1tg mới đánh giá chuẩn về chất lượng được. 5 sao cho shop.",1
Nghe gọi rất tốt nhé mọi người.  Dân nhậu nên xài,1
"Mua được 20 ngày. pin mau xuống so vs dung lượng 4045.
Lúc trước có thấy đánh giá bị tắt màn hình trong khi đang sử dụng và mình bị tắt 2 lần. Không mở lên được, cứ ngỡ bị tắt nguồn trong khi điện thoại vẫn đang rung do có thông báo. Mở khóa khuôn mặt không nhạy lắm",0
Hàng đúng như mô tả shop hỗ trợ nhiệt tình lần sau sẽ ủng hộ shop nữa,1
Hài lòng  với sản phẩm  hàng đẹp lắm shop oi máy đẹp keng luôn mẫu mã khá bảnh !!!!!!!_  Rất tốt  ________..mays có kèm pin sạc đầy đủ cho khách dùng  shop tư vấn nhiệt tình  ________ Nhà vận chuyển Léc Giao hàng nhanh lắm _________Lazada là số 1.,1
Máy đẹp dùng ok ko vấn đề gì nhưng tiếc là không đi kèm jack chuyển đổi từ Type C sang 3.5mm,1
"Mới mua đc 20 ngày 
camera chụp xấu ",0
sẽ thì rất tệ. shop làm ăn ko có tý tẹo tâm nào .loa thì rè,0
rất hài lòng về máy và shop rất nhiệt tình  máy k bị lỗi j .mong đc ủng hộ shop nhiều hơn,1
"Màn hình 6,3 mà trang bị viên pin 3500 quá tệ. Không biết ông nào sản xuất ra 1 chiếc máy cao cấp mà không lắng nghe đc người dùng. Ít nhất màn hình 6,3 thì phải trang bi pin bèo nhất 4000 thì mới đủ sài trung bình trong 1 ngày được.",0
Nếu anh em chơi game thì đừng mua.nhất là mấy bạn có mồ hôi tay.chỉ cần có gì ướt là thôi cảm ứng nhảy lung tung.nhìu khi chơi liên quân mà mún đập cái dt cho khuất mắt. ,0
Mấy hôm dùng rất ok .mik đặt màu xanh nhưng shop có gọi điện tư vấn cho mik chọn màu đen có tiếng việt,1
Tuyệt vời ômg mặt trời chủ shop nói chuyện dễ thương ....tháng sao em ra sơn tây mình gặp nhe shop,1
Điện thoại lời cảm ứng ss ko sửa lỗi này thì khéo mất hết khách thời.cảm thấy thất vọng về ss wa,0
Em mới mua máy được 1 tuần  mà cài cảm ứng vân tay chỉ đc khoảng 1h rồi lại không nhận diện được nữa,0
Nói chung là tốt với mức giá này,1
hàng rất tệ xước  màn quá nhiều,0
"Tin tưởng mua xem là hàng nhập quốc tế ai dè hàng việt nam, sd pin mao hết, sạc thì nóng máy, dây sạc từ lúc mua tới giờ sd đc 5 lần chưa gì đã đức đầu sạc. Camere có dấu hiệu bị trốc si. Em và gia đình luôn sd điện thoại nói chung những gì liên quan đến thế giới di động bán điều sd từ khi biết đến, nhưng giờ e. Cảm thấy thất vọng vô cùng.",0
"Máy xài OK  nhưng cảm ứng vân tay quá tệ   . Có khi sử dụng 10 lần chỉ 2 lần mở đk máy 

",0
"Shop bán hàng như lừa đảo. Đặt hàng máy đẹp mà gửi máy xước nát, nút home thì bấm phát được phát ko. Gọi điện hỏi bảo hành thì tất cả các đầu số đều báo bận hoặc ko nghe máy. Coi như mất tiền vậy.",0
Cho đến hôm nay 20/7/2019. Máy vẫn bị loạn cảm ứng. Cập nhật phần mềm vẫn k cải thiện. Bàn phím thì bị liệt phím. Rất không hài lòng. Nhiều lúc muốn đập máy bỏ. Mong sớm khắc phục. ,0
"đẹp lắm, quá tuyệt vời, mình đã xài ở hãng này 1 em rồi, rất bền .thanks",1
"- máy cực mới khoảng 97%, màn hình sáng đẹp, mượt mà. - máy 2nd-hand nên pin ko được lâu như máy mới, khoảng 85%. => máy quá tốt trong tầm giá này. - có phiếu bảo hành 3 tháng. - shop tặng: dán sẵn kính cường lực + ốp lưng trong suốt. - shop tư vấn đầy đủ, nhiệt tình. quá hài lòng.",1
Tuyệt với nguyên bản đúng màu full box,1
Màng hình ngả vàng xung qoanh,0
"Ưng lắm ạ, shop tư vấn nhiệt tình. Camd ơn shop nhiều ah, sẽ ủng hộ thêm ah ",1
Mới thay nét căng,1
Cảm ứng vân tay quá chán. Mua được gần 2 tháng mà mở được 2 lần vân tay. Nhận diện khuôn mặt thì tạm được,0
"Maý like new nhưng con áp xuất là quá ok, có điều pin hơi yếu, cảm ơn shop nhiệt tình",1
"Mình mua ở TGDD được 3 tháng mà sao tắt nguồn hoài, bây giờ tắt luôn không lên được",0
bị vỡ ở trên camera làm ơn chỉ cách tạo tài khoản App Store cho tôi,0
"Xài đc 3thang thì thường xuyên mất wifi mong bản cập nhật mới khắc phục lỗi này, còn lại thì khá tốt ít hao pin.

",0
cảm ơn shop đẹp lắm shop ơi mua được ngay sale nữa quá tuyệt 😊😊😊,1
Hài lòng thái độ tư vấn ,1
hình thức ok... nhưng là android 6.0 nếu là android 7.0 thì ok hơn ,1
Tốt lắm,1
"Chiếc a20 này bắt sóng yếu quá, xài 4g mà như xài 3g ak. Ko mượt mà tí nào? Thua cả chiếc vmast jon1. Thật sai lầm khi mua chiếc này",0
"Máy mới dùng đc hơn 1 tuần mà lỗi nguồn, phải gửi đi kiểm tra lại, pin ok, cấu hình thì tốt, cảm ứng ok lun",0
Hàng bao chất lượng mà dễ nóng quá tụt pin hơi nhanh. Shop đáng yêu mn ủng hộ shop nha,0
Ios chả làm được gì hết,0
Gui cho mình loại hàng hệ điều hành 5.1 thế Mà bảo đúng vs hinh ảnh hàng thì gủi k đến nơi đã bát ngta Nhận dã thế lại còn nói ad k Nhận hàng hộ lại còn chạn ib của khách quá thất vọng,1
máy ổn,1
Sản phẩm tốt .ok,1
"Giao hàng và đóng gói cực nhanh, điện thoại dùng tốt mỗi tội màu màn hình hơi vàng xíu, nói chung đt rất đẹp ít xước. Được shop dán cho cái cường lực dày các lớp ",1
"cảm biến vân tay cực kì tệ, cài 1 lần 3 cái vân tay của 1 ngón tay, nhưng đa phần lúc quét vân tay đều không khớp phải quét lại nhiều lần, và khi nhận diện được vân tay thì một lúc sau máy mới mở lên, dù đã ghé cửa hàng đổi 1 cái điện thoại A80 cùng loại nhưng vẫn gặp tình trạng như thế",0
"sau 19 ngày sử dụng pin sạc 100% từ 22h đến 5h sáng còn 34%, đem ra tgdd ky thuat xem bảo bình thường, haiz pin nó chạy theo parapol xuống cái vèo mà bảo bình thường",0
Sản phầm quá oke nhưng nhiều ap rác quá  Shop phụ vụ nhiệt tình,1
Mong sẽ không sai sót gì ở những lần sau Tôi sẽ ủng hộ shop lâu dài Ủng hộ 5 sao,1
Chất lượng sp kém,1
Máy nhìn ngoài còn mới . Độ chai pin 10% . Đã dùng thử hiện tại thấy ổn . Hài lòng với sản phẩm . Nếu có cơ hội sẽ tiếp tục ủng hộ ,1
"Bạn nào mua not 9 mà hàng sam sung cột sóng rất kém 4G chập chờn gần như chỗ nào sóng đều kem 2-3 vạch sóng nhất là xác định 4g , bữa mua đổi 2 máy mới sóng rất tệ trong khi máy khác cùng điểm sóng căng và 4g dùng OK, sam sung rất lỗi sống",0
Đẹp 👍👍👍👍,1
Bản 6gb ram mà hệ thống chiếm hết 3gb mấy thì còn gì nữa máy rất nóng mặc dù chỉ lướt face hoặc xem phim cam thì chỉ ở mức tạm pin dù ko sài mà vẫn tụt như tụt quần sạc thì lúc nhận lúc ko qa chán lun,0
"Quá đã các bác ạ. Máy đẹp, test em nó cả buổi chiều, màn hình nét, đẹp, pin ngon. OK đấy. Tháng sau mua thêm con nữa. Đúng chất ngon bổ rẻ. Có 2trieeuj 1. Giá rẻ mà cấu hình siêu mạnh",1
Chất lượng chưa dùng nên chưa biết,1
Chơi pubg rất lag và hay bị nóng máy.màn hình khía chữ v rất bất tiện.đề nghị bỏ mẫu,0
"Ok lắm ạ. Chúc shop mua, bán đắt",1
pin 4500mah mà tụt pin nhanh quá.tắt hết ứng dụng chạy ngầm ở chế độ chờ mà 1%pin/35 phút.quá thảm so với con a8+ 3500mah chế độ chờ tầm 4%/đêm,0
hơi tệ khó sử dụng ,0
"Được thôi, k xuất sắc, được cái bán hàng nhiệt tình",1
Hơi thất vọng về pin4000. dùng 3g hay wifi máy đều nóng dữ dội hao pin nhanh chóng. hối hận khi đã mua.,0
Các bạn nên mua ở shop này,1
"Bắt wifi yếu. Đã thử hêtd tất cả các hướng dẫn. Mới dám đưa ra kết luận. 3 ngày chơi game thử. Vì đang sài con j7pro nữa.Cấu hình tạm dc ở phân khúc giá.
Mới mua 3 ngày và trải nghiệm. Ko hài lòng với số tiền bỏ ra mua. Ngày mai tôi sẽ ra tgdd đổi máy. Máy lỗi mà tgdd vẫn bán thì thua rồi.",0
